rms,mav,wl,zcr,mdf,label
288.05555019822134,287.72,42145.0,105,53.0,0
289.0393052856307,288.66,40732.0,108,51.0,0
291.23104230146896,290.84,40108.0,107,50.0,0
291.6533558867444,291.26,38183.0,105,49.0,0
291.2295314695953,290.78,34958.0,106,48.0,0
288.7799854560562,288.14,34927.0,105,48.0,0
286.45875793907925,285.55,35398.0,104,49.0,0
281.46420731595697,280.03,33217.0,105,49.0,0
276.14420146003425,274.39,34791.0,105,49.0,0
270.85568112926853,269.08,33979.0,106,50.0,0
265.68379702194864,264.3,33470.0,107,51.0,0
263.2996012150417,262.16,35913.0,105,52.0,0
260.257411037611,259.4,36372.0,103,55.0,0
257.8141190858251,257.18,37364.0,102,55.0,0
261.98030460322775,261.02,41430.0,100,49.0,0
266.5999249812348,265.4,39560.0,101,48.0,0
269.68870944108875,268.58,38364.0,98,48.0,0
276.37868948238395,275.49,43000.0,95,49.0,0
284.83658472885816,284.04,41665.0,94,49.0,0
291.96215508178454,291.33,39684.0,95,49.0,0
295.99466211403205,295.46,40143.0,93,48.0,0
296.7412003750069,296.23,39412.0,94,48.0,0
300.02029931322977,299.59,38703.0,95,48.0,0
302.62838597857933,302.31,38154.0,93,48.0,0
298.2287041852276,297.54,34582.0,92,48.0,0
293.0394171438375,291.91,37412.0,91,47.0,0
291.47432133894745,290.2,37376.0,94,47.0,0
286.7578420898023,285.23,34436.0,95,48.0,0
278.6679027085825,277.04,32786.0,95,48.0,0
270.148329626522,268.58,32145.0,93,48.0,0
262.53708309494107,261.08,30823.0,96,48.0,0
256.86455574874475,255.5,32154.0,97,49.0,0
248.92332152693126,248.09,33707.0,98,52.0,0
242.2341429278705,242.03,33433.0,99,52.0,0
239.9853328851578,239.82,33063.0,98,52.0,0
238.46026922739142,238.27,30969.0,100,53.0,0
235.55262681617455,235.46,30610.0,100,53.0,0
233.42364918748058,233.36,28989.0,99,52.0,0
231.33888562020869,231.24,30128.0,99,52.0,0
229.33412306065577,229.17,31726.0,99,51.0,0
228.95820579310976,228.79,33442.0,99,47.0,0
229.81692713984322,229.61,30453.0,100,46.0,0
231.81432224951072,231.5,29924.0,98,43.0,0
234.3088133212236,233.81,30802.0,98,43.0,0
238.93434244578572,238.13,33184.0,102,44.0,0
242.98456741118355,242.07,33379.0,101,45.0,0
246.75700597956686,245.77,35658.0,101,45.0,0
250.85812723529608,249.88,35619.0,100,47.0,0
254.44649732311112,253.69,34097.0,100,51.0,0
256.08440014963816,255.57,32405.0,100,53.0,0
255.2973952080201,254.68,31958.0,102,53.0,0
253.35145549216804,252.56,33591.0,100,51.0,0
250.55526336519057,249.59,31157.0,102,51.0,0
244.7600457591067,243.4,30235.0,102,49.0,0
237.787047586701,236.38,29472.0,100,46.0,0
233.137169923631,231.91,29438.0,100,46.0,0
229.5881094482029,228.65,27689.0,100,48.0,0
226.6008826108142,225.98,29708.0,101,48.0,0
224.30626384477097,223.89,30825.0,101,48.0,0
226.689567470583,226.1,32016.0,100,49.0,0
230.34921315255235,229.62,31601.0,102,50.0,0
232.33966514566555,231.6,29581.0,104,47.0,0
233.06342484396816,232.36,30622.0,102,46.0,0
234.80953984027138,234.3,31327.0,104,46.0,0
234.8484191984268,234.35,29067.0,103,46.0,0
232.26803482184113,231.46,29448.0,102,48.0,0
227.5089888334085,226.23,28779.0,103,49.0,0
223.67677572783458,222.33,28415.0,99,49.0,0
